id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
8.73274E+17,Chic Townhome Steps from Woodland Zoo w/ Parking!,398317720,Joanne,Fremont,47.66260538,-122.3531394,Entire home/apt,271,1,37,2.64,66,324,26
8.73334E+17,Comfy Seattle Maple Leaf Apartment @ Parking,36724514,Xiaowen,Victory Heights,47.70064633,-122.3118006,Entire home/apt,138,2,30,2.17,1,320,26
8.73399E+17,Cozy West Seattle townhouse,30352418,James,Fairmount Park,47.5491601,-122.3842812,Entire home/apt,174,2,20,1.64,1,68,20
8.7345E+17,Mid Century Gem Near Seward Park!,18496399,Melina,Seward Park,47.55768439,-122.2728979,Entire home/apt,225,28,2,0.15,1,54,0
8.73663E+17,"Blueground | S Lake Union, gym & storage, nr parks",107434423,Blueground,Belltown,47.6171782,-122.3313731,Entire home/apt,166,31,1,0.16,340,0,1
8.73664E+17,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Lower Queen Anne,47.6258,-122.3441,Entire home/apt,,31,0,,340,317,0
8.73665E+17,"Blueground | First Hill, gym, roof & lounge",107434423,Blueground,Yesler Terrace,47.60215,-122.32104,Entire home/apt,124,31,0,,340,158,0
8.73665E+17,"Blueground | Queen Anne, gym, w/d, & roof deck",107434423,Blueground,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,155,31,1,0.12,340,311,1
8.7397E+17,Panoramic City&Mt. View Retreat,73668714,Emma,North Admiral,47.5788836,-122.3771801,Entire home/apt,226,1,47,3.29,5,314,38
8.74019E+17,Madison Park Apartment,118722101,Mark,Madison Park,47.63460799,-122.2772554,Entire home/apt,138,2,43,3.46,1,255,42
8.74044E+17,Art studio Guest Unit,31490741,Daminda,Loyal Heights,47.68044,-122.37778,Entire home/apt,142,5,16,1.23,1,135,14
8.74558E+17,Top of the Hill Nested Loft,505423742,James & Jeffry,Yesler Terrace,47.606585,-122.320415,Entire home/apt,149,1,97,6.83,25,264,72
8.74574E+17,Cityscape KING BED on Broadway Modern Loft 03,505423742,James & Jeffry,Yesler Terrace,47.606338,-122.320461,Entire home/apt,181,1,129,9.11,25,243,105
8.7479E+17,Olympic View - New Townhome - Easy Access,20661677,Joseph,Adams,47.6747035,-122.3773723,Entire home/apt,355,3,23,1.69,2,321,20
8.74924E+17,Spacious & Modern 3 Bedroom in Madison Valley,9060841,Ruby,Stevens,47.6222077,-122.2991646,Entire home/apt,507,2,22,1.77,5,84,21
8.74929E+17,Master Suite near Matthews Beach,106454591,Diksha,Matthews Beach,47.70061229,-122.2787872,Private room,84,1,26,2.29,1,136,26
8.7493E+17,A-Seattle Urban Village- S- Roof top deck,484899828,Amy,Eastlake,47.64248646,-122.3242426,Private room,69,30,0,,49,365,0
8.75068E+17,Plush Pad in Capitol Hill on PIKE ST-Free St Parkn,40623437,S J,First Hill,47.61105515,-122.3305167,Entire home/apt,151,3,46,3.29,5,147,38
8.76068E+17,6B4BA - 2 Modern Ballard Homes,25110157,Eva And Sid,Adams,47.6725509,-122.3895674,Entire home/apt,1073,2,2,0.19,33,45,2
8.76077E+17,Updated Home with Private Patio in Ideal Location,76602566,Will,Mid-Beacon Hill,47.56338,-122.31781,Entire home/apt,229,2,3,0.26,1,171,3
8.76283E+17,"Romantic, Vintage Estate -University of Washington",42546980,Patricia,Laurelhurst,47.6532,-122.27882,Entire home/apt,1744,3,1,0.14,1,307,1
8.76391E+17,12.Studio in the heart of Cap Hill,220390118,Sarom,Stevens,47.6158514,-122.3125785,Entire home/apt,70,30,2,0.58,11,43,2
8.76742E+17,2841_Private room Seattle Columbia on bus,507841168,Serena,Mid-Beacon Hill,47.56105503,-122.2957018,Private room,50,5,3,0.24,3,338,2
8.76906E+17,Modern West Seattle Home,48606713,Nathan,High Point,47.53431298,-122.3667891,Entire home/apt,249,5,8,0.63,1,149,6
8.76933E+17,University Way KING Bed w/ full kitchen,169482047,Kenny,University District,47.6662957,-122.3138589,Entire home/apt,148,1,52,3.75,2,2,44
8.77458E+17,"Peaceful, 1 Bed Swedish Cherry",211742313,Ted,Minor,47.60860049,-122.3049679,Entire home/apt,127,1,52,3.87,1,351,47
8.77591E+17,Warm Cozy Downtown-Capitol Hill,10558142,James,Broadway,47.61794837,-122.3268875,Entire home/apt,168,1,80,5.69,2,339,70
8.77611E+17,Cozy Private Urban Oasis: The Ballard Bungalow!,506922636,The Ballard,West Woodland,47.6655487,-122.368928,Entire home/apt,119,2,42,3.13,1,226,32
8.77984E+17,"Blueground | Wallingford, pets & w/d, nr shops",107434423,Blueground,Wallingford,47.6548081,-122.3421263,Entire home/apt,191,31,0,,340,333,0
8.77985E+17,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,,31,0,,340,0,0
8.78362E+17,"Lilac In Law, Picturesque lower unit",340706410,Vince,Ravenna,47.67842,-122.2993,Entire home/apt,218,1,26,1.88,98,345,22
8.78363E+17,Wallingford Modern Home with Designer's Touch - 95,238425582,Allen Lu,Wallingford,47.6630388,-122.3403539,Entire home/apt,303,1,33,2.33,27,25,26
8.78594E+17,Peaceful retreat with ocean views,22099234,Kathy,Gatewood,47.53975339,-122.3815182,Entire home/apt,450,3,6,0.67,2,19,6
8.78762E+17,Stylish Ballard Scandi-Boho Studio,98451322,Srivatsan,Loyal Heights,47.68143,-122.37794,Entire home/apt,115,2,34,2.77,1,143,33
8.79089E+17,Queen Anne Modern Home Free Parking |SLU| Gym,238425582,Allen Lu,East Queen Anne,47.6299092,-122.3457494,Entire home/apt,384,1,55,3.89,27,230,44
8.79189E+17,Sound&MountainView City Hideaway,73668714,Emma,North Admiral,47.58058573,-122.3750573,Entire home/apt,186,1,32,2.4,5,289,26
8.79484E+17,"Blueground | First Hill, gym & courtyard, nr park",107434423,Blueground,Yesler Terrace,47.6022,-122.32034,Entire home/apt,132,31,0,,340,85,0
8.79615E+17,Magnolia on the Hill,340706410,Vince,Briarcliff,47.64193,-122.40546,Entire home/apt,452,1,20,1.56,98,324,17
8.79625E+17,"Blueground | First Hill, gym & bbq, nr park",107434423,Blueground,Yesler Terrace,47.6021955,-122.3203367,Entire home/apt,169,31,0,,340,298,0
8.79675E+17,"Gorgeous Home, Spectacular View",201406461,Todd,Stevens,47.6258547,-122.2995088,Entire home/apt,157,1,77,7.2,1,265,77
8.7972E+17,Skyline & Mtn View in W. Seattle,73668714,Emma,North Admiral,47.58042701,-122.376809,Entire home/apt,445,1,8,0.72,5,284,8
8.79824E+17,Treehouse Stay in Seattle,11888826,Kaylin,Victory Heights,47.71227063,-122.3105886,Entire home/apt,159,3,2,1.82,1,183,2
8.79864E+17,New Compact Studio in East Lake,505423742,James & Jeffry,Portage Bay,47.649838,-122.32187,Entire home/apt,131,1,78,5.63,25,121,60
8.79891E+17,SE room bus to DT free parking,160949668,Richard,Greenwood,47.70286872,-122.3470187,Private room,36,2,25,1.88,3,71,22
8.79891E+17,NE room bus to DT free parking,160949668,Richard,Greenwood,47.70246,-122.34523,Private room,44,2,29,2.16,3,75,27
8.79915E+17,Arboretum Little Oasis,379735904,Mimi,Stevens,47.62791101,-122.3018468,Entire home/apt,68,30,1,0.13,20,267,1
8.79916E+17,Arboretum Escape- B,379735904,Mimi,Stevens,47.62702,-122.3019,Entire home/apt,100,30,3,0.24,20,267,2
8.80588E+17,Modern Ravenna [4B /3.5Ba +AC @ Roosevelt Station],33870065,Peter,Ravenna,47.67561216,-122.3064369,Entire home/apt,319,1,36,2.86,1,339,34
8.81146E+17,Luxurious Seattle Home (Free EV charger & Parking),420549545,Hector,North Beacon Hill,47.58449786,-122.3068366,Entire home/apt,300,3,38,3.06,1,69,36
8.81182E+17,Charming 6 BR Home w/Game Room Perfect for Groups,28420265,Sherry,Brighton,47.53379,-122.27673,Entire home/apt,293,2,1,0.09,49,266,1
8.81397E+17,Vintage luxury 2 BR Fremont/Wallingford guesthouse,6038725,Dani,Fremont,47.65787,-122.34432,Entire home/apt,115,2,51,3.64,1,182,44
8.81516E+17,Seattle Skyline Retreat-Sleeps16,73668714,Emma,North Admiral,47.57898,-122.37562,Entire home/apt,650,1,3,0.28,5,282,3
8.81858E+17,Cute House Near Light Rail,2390150,Sarah,Mid-Beacon Hill,47.55227744,-122.2933131,Entire home/apt,107,2,21,1.63,1,16,19
8.81908E+17,Cloud Cottage | Private oasis 10 mins to downtown,30387338,Eric,Victory Heights,47.70074439,-122.3074224,Entire home/apt,315,2,31,2.31,1,136,27
8.82181E+17,Classic Historic 2-Story Seattle Home with Parking,512728886,Maria,Minor,47.60284528,-122.3096834,Entire home/apt,414,30,21,1.71,1,20,20
8.82504E+17,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Lower Queen Anne,47.6258035,-122.3441014,Entire home/apt,149,31,0,,340,134,0
8.82601E+17,Beautiful Light-Filled Urban Oasis in Wallingford,31450241,Stacey,Wallingford,47.66301829,-122.3249515,Entire home/apt,138,2,30,2.33,1,77,28
8.8268E+17,Spacious Modern Living in Queen Anne,512825858,Dre,North Queen Anne,47.64669893,-122.3623408,Entire home/apt,495,3,33,2.6,15,240,31
8.82791E+17,"Alki Point Haven: Modern, Safe & Convenient Home",278900226,Jordan,North Admiral,47.57629,-122.37238,Entire home/apt,99,152,1,1,1,210,1
8.83569E+17,Evergreen Enclave near parks,82761698,Michael,Crown Hill,47.69870906,-122.3718161,Private room,89,3,52,3.89,1,166,39
8.83755E+17,Urban Village Townhome,198474383,Torrei,North Beacon Hill,47.58232492,-122.3161821,Entire home/apt,134,1,73,5.46,1,5,67
8.83855E+17,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,153,31,1,0.13,340,291,1
8.83881E+17,Comfy Lofted Bed atop Urban First Hill,505423742,James & Jeffry,Yesler Terrace,47.606585,-122.320415,Entire home/apt,158,1,78,6.14,25,256,74
8.83884E+17,Top of First Hill Clean Modern,505423742,James & Jeffry,Yesler Terrace,47.606585,-122.320415,Entire home/apt,158,1,66,4.84,25,264,53
8.83886E+17,Top of First Hill Clean Modern,505423742,James & Jeffry,Yesler Terrace,47.606585,-122.320415,Entire home/apt,159,1,89,6.78,25,239,85
8.83888E+17,Top of First Hill Clean Modern with AC,505423742,James & Jeffry,Yesler Terrace,47.606585,-122.320415,Entire home/apt,173,1,87,6.48,25,248,72
8.8389E+17,Top of First Hill Clean Modern,505423742,James & Jeffry,Yesler Terrace,47.606585,-122.320415,Entire home/apt,168,1,120,8.96,25,240,115
8.83931E+17,Lovely Downtown Condo steps to Convention Center!,469326979,Olive,Central Business District,47.61304688,-122.3307231,Entire home/apt,230,1,17,1.25,1,182,14
8.84023E+17,Convenient & Cozy West Seattle,98023628,Terry,High Point,47.55144594,-122.3645786,Entire home/apt,175,2,11,0.87,1,158,9
8.84144E+17,Oasis on Phinney Ridge,78193879,Carl,Phinney Ridge,47.67094078,-122.3545886,Entire home/apt,199,2,18,1.42,1,323,16
8.84695E+17,Charming and Convenient,7545788,Matt,Lawton Park,47.64872131,-122.3832042,Entire home/apt,179,3,6,1.44,1,143,6
8.84781E+17,Family First 3-bedrm Home w/Yard,16015988,Mary,Haller Lake,47.71442625,-122.3279495,Entire home/apt,211,3,5,0.43,1,29,5
8.85496E+17,Near CapHill 4B3B w Theater/Rooftop/AC/King Suite,513450315,Leo,Madrona,47.61206826,-122.2949793,Entire home/apt,383,2,70,5.1,1,120,61
8.85624E+17,Private Alki Suite,24457983,Nayo,Alki,47.57759303,-122.4087346,Entire home/apt,149,2,26,2.38,1,197,26
8.85741E+17,Urban Studio @ High Point (AC and 12 FT Ceilings),238522529,Scott,High Point,47.5454,-122.37435,Entire home/apt,139,2,27,2.13,1,137,25
8.8585E+17,Ground Floor Capitol Hill Condo,76218707,Brandon,Broadway,47.6157604,-122.3131078,Entire home/apt,136,3,25,2.13,1,116,25
8.85872E+17,5 min to UW/Green Lake/Bryant 5,3074414,Melissa,Ravenna,47.67541653,-122.2913135,Entire home/apt,168,30,1,0.08,132,317,1
8.86345E+17,Brand New Townhome with Lakeview,62349254,Eileen,Wallingford,47.66148805,-122.347149,Entire home/apt,234,2,66,4.94,1,113,63
8.86404E+17,Quintessential Foursquare w/stunning roof terrace,116740214,Luke,Broadway,47.6282883,-122.3160197,Entire home/apt,754,4,28,2.33,7,298,28
8.86591E+17,Gorgeous 4bd/3ba House w/AC 1block from Light Rail,2770816,Andrew,Roosevelt,47.67709557,-122.3144515,Entire home/apt,394,2,36,2.65,1,204,29
8.86774E+17,"Blueground | First Hill, rooftop & gym, nr park",107434423,Blueground,Yesler Terrace,47.6021524,-122.3210392,Entire home/apt,181,31,0,,340,329,0
8.86947E+17,Urban Living with Stunning Views of Lake Union,264641633,Mariko,East Queen Anne,47.6407444,-122.3442524,Entire home/apt,308,30,18,1.38,6,339,17
8.87105E+17,PRIME Location*WaterView by Waterfront&Pike Market,398339477,TG Management,Pike-Market,47.60774415,-122.3431957,Entire home/apt,284,2,89,6.53,6,49,79
8.87619E+17,Urban Cottage-Pet Friendly w/Hot Tub Option,491116001,Kaela,Wallingford,47.65388,-122.3334936,Entire home/apt,143,2,34,2.67,7,41,31
8.87653E+17,NoCleaningFee! QuietBackyard MotorhomeNearAirport,14055681,Brian,Rainier Beach,47.51432251,-122.272591,Entire home/apt,100,1,66,5.16,1,153,62
8.87711E+17,The Downtown Seattle Experience!,446525818,Eric,First Hill,47.6121355,-122.3298054,Entire home/apt,200,30,55,4.18,1,129,50
8.88233E+17,"Blueground | Queen Anne, gym, nr space needle",107434423,Blueground,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,151,31,0,,340,268,0
8.88233E+17,"Blueground | First Hill, gym, lounge, nr park",107434423,Blueground,Yesler Terrace,47.6021524,-122.3210392,Entire home/apt,116,31,0,,340,241,0
8.88372E+17,Harbor Steps-Best Spot Downtown!,54518454,Debra,Central Business District,47.60700497,-122.3383003,Entire home/apt,419,2,11,0.97,11,321,11
8.88407E+17,Relaxing Guest Suite and Garden,9409537,Ari,Seward Park,47.56085,-122.27216,Entire home/apt,140,2,15,1.43,1,161,15
8.88739E+17,"Penthouse Suite Downtown, Top Floor 4 Beds, 2Baths",23165254,Lux,Belltown,47.61375035,-122.3465212,Entire home/apt,338,1,38,2.99,5,351,33
8.88743E+17,Space Needle Downtown Modern Top Story Penthouse,23165254,Lux,Belltown,47.61589694,-122.3468034,Entire home/apt,334,1,35,2.71,5,347,30
8.89203E+17,Brand New 3BR Retreat | Sauna | Private Rooftop,31187125,Payton,West Woodland,47.66898874,-122.3680925,Entire home/apt,404,1,42,3.14,9,320,40
8.89455E+17,4 Beds Downtown Fremont Townhome w/ Mountain View,458295751,Emma,Fremont,47.65296112,-122.3529317,Entire home/apt,327,3,37,2.82,11,115,34
8.89472E+17,3B2B Close to CapHill w/Rooftop 4 Beds Sleeps 8,25110157,Eva And Sid,Minor,47.609982,-122.3098708,Entire home/apt,503,2,17,1.27,33,79,13
8.89552E+17,The Cantina Studio,46304181,Andrew,Fremont,47.6629,-122.35288,Entire home/apt,124,7,12,0.98,2,181,11
8.89623E+17,"Blueground | Pioneer Sq, lounge & gym, nr bay",107434423,Blueground,Pioneer Square,47.5976701,-122.3319748,Entire home/apt,175,31,1,0.57,340,305,1
8.89855E+17,Your Home In Downtown Seattle!,500539726,Zoar,Central Business District,47.6139112,-122.3328153,Entire home/apt,354,30,1,1,1,179,1
8.89866E+17,Clean and Quiet Home in Greenwood,65158746,Bryan,Greenwood,47.69451,-122.36133,Entire home/apt,175,2,14,2.68,8,21,14
8.89914E+17,2bdrm New Build in Central Location,92742089,Crystal,Atlantic,47.5934,-122.30754,Entire home/apt,233,1,43,3.22,13,82,36
8.90158E+17,Destination Dexter in Seattle,514495548,Myles,East Queen Anne,47.6382955,-122.3434093,Entire home/apt,394,3,18,1.45,1,38,17
8.90168E+17,Welcome to Greenwood Hideaway!,415532651,Michael,Greenwood,47.68971399,-122.3459589,Entire home/apt,200,2,4,0.32,1,213,3
8.90524E+17,"Cozy home with home theater, close to everything",5740827,Priyanka,Wedgwood,47.6893001,-122.2897598,Entire home/apt,194,2,13,1.14,1,116,13
8.90747E+17,"Bamboo Indulgence in Ballard, 1BD 1BA",34541396,Yilun,West Woodland,47.66900795,-122.3704934,Private room,112,2,77,5.95,1,58,73
8.90752E+17,Private Garden Cottage in Wallingford,13007578,Genevieve,Wallingford,47.66434014,-122.3273756,Entire home/apt,180,1,20,1.5,2,352,18
8.90817E+17,Newly Remodeled Lakeside Condo,158756935,Abraham,Eastlake,47.64015975,-122.3293415,Entire home/apt,350,1,0,,1,353,0
8.91484E+17,Emerald City Gem,13930301,Ian,North Queen Anne,47.6406134,-122.3579357,Entire home/apt,175,2,70,5.28,3,124,61
8.9207E+17,Beacon of Light in Seattle,1452570,Emily,West Queen Anne,47.63907869,-122.3750018,Entire home/apt,250,3,0,,4,187,0
8.92297E+17,Casa con Todo,514950303,William,West Woodland,47.6639009,-122.3700227,Entire home/apt,249,3,0,,1,297,0
8.92336E+17,Mid-Century Renovated Home,127601176,Tuan,Briarcliff,47.65117236,-122.4091623,Entire home/apt,180,30,1,0.12,1,365,1
8.92499E+17,"Blueground | Central District, gym, nr park",107434423,Blueground,Atlantic,47.5989426,-122.3011182,Entire home/apt,232,31,0,,340,340,0
8.925E+17,"Blueground | Central District, gym, nr restaurants",107434423,Blueground,Atlantic,47.5989426,-122.3011182,Entire home/apt,159,31,0,,340,38,0
8.92696E+17,Columbia City - Private Studio,95298729,Byron,Columbia City,47.55879,-122.28822,Entire home/apt,116,2,44,3.43,1,44,39
8.92856E+17,Immaculate room in Capitol Hill,515085474,Kevin,Broadway,47.6191919,-122.3158847,Private room,139,1,68,5.67,1,53,68
8.92873E+17,The Sweetest Hill 2BR - 81 Walkscore!,340706410,Vince,Minor,47.60755227,-122.3095186,Entire home/apt,211,1,57,4.54,98,337,55
8.92875E+17,Enchanted Path to a Gardenscape - 92 Walkscore!,340706410,Vince,Phinney Ridge,47.68096,-122.35223,Entire home/apt,287,1,54,4.11,98,349,51
8.93235E+17,"Blueground | Central District, gym & pets, nr food",107434423,Blueground,Atlantic,47.5989426,-122.3011182,Entire home/apt,118,31,0,,340,237,0
8.93529E+17,Alki Beach a relaxing room A,409542503,Doris,Alki,47.59409157,-122.3848509,Private room,48,30,3,0.35,8,273,3
8.93704E+17,Alki Beach convince room B,409542503,Doris,North Admiral,47.5938868,-122.3863261,Private room,45,30,4,0.45,8,335,4
8.93797E+17,Bougie Haus | Tempur-Pedic | Rooftop Water Views,37920584,Minh & Brad,Fairmount Park,47.54543,-122.38633,Entire home/apt,299,1,34,2.84,1,234,34
8.9382E+17,Judkins Park Suite - Central District (A/C & Heat),489687185,Angela,Atlantic,47.59523,-122.30095,Entire home/apt,122,2,29,2.2,1,117,25
8.94183E+17,Boho South Seattle Nature House,255224226,Maddi,Rainier View,47.50333,-122.26248,Entire home/apt,151,1,7,0.57,1,315,7
8.94277E+17,One-Story Home w/ Amazing Backyard - Dog Friendly,295869812,Joyce,Haller Lake,47.73221684,-122.3373459,Entire home/apt,223,2,13,1.13,1,151,13
8.95716E+17,Cozy APT close to UW and Water,515703825,Luyao,Wallingford,47.65497,-122.32938,Entire home/apt,111,2,26,2.05,1,103,24
8.95776E+17,West Seattle Sunset Guesthouse,396713549,Viet,South Delridge,47.52819,-122.363,Entire home/apt,111,2,30,2.33,2,354,29
8.95932E+17,Charming renovated basement home,515731861,Stephanie,Loyal Heights,47.68318996,-122.3857266,Private room,,2,20,1.58,1,43,17
8.96049E+17,Airy & Bright 2BD/2BR Urban Retreat,514778076,Andrew & Emily,East Queen Anne,47.62965,-122.34678,Entire home/apt,208,1,39,3.33,1,159,39
8.96328E+17,The Hidden Gem | Center of Seattle | Free Parking,511277239,Leticia,Minor,47.6028922,-122.313594,Entire home/apt,139,1,33,2.88,2,156,33
8.96601E+17,the 1942 Ballard House + hot tub + office,17514401,Levi,Loyal Heights,47.68773,-122.37897,Entire home/apt,200,3,50,3.96,1,9,48
8.96604E+17,New space w/ 2 King beds near UW & attractions,515902092,Ryan,Wallingford,47.66668926,-122.3259785,Entire home/apt,128,3,66,6.85,1,69,66
8.96698E+17,Gorgeous Open Penthouse in the Heart of Seattle!,386420269,Kathryn And Mike,Belltown,47.61541294,-122.3487492,Entire home/apt,485,2,50,3.8,30,146,44
8.96913E+17,"Blueground | Belltown, gym & bbq, nr space needle",107434423,Blueground,South Lake Union,47.618848,-122.3467506,Entire home/apt,161,31,0,,340,210,0
8.97063E+17,Relaxing Smart Home Condo in North Seattle,102414024,Caleb,Bitter Lake,47.72302413,-122.3534939,Entire home/apt,147,3,26,2.14,1,38,26
8.97084E+17,Shou Sugi CaBana.,486242846,Jonathan,Wallingford,47.66738989,-122.3363773,Entire home/apt,92,2,29,2.3,1,294,27
8.97156E+17,Panoramic View of Space Needle & South Lake Union,180618307,Alan,East Queen Anne,47.62954,-122.34763,Entire home/apt,287,3,34,3.58,10,163,34
8.97189E+17,Luxurious 5 br Home with A/C and Tesla Charger,38697694,Nicholas,Columbia City,47.5532336,-122.2881944,Entire home/apt,357,3,61,4.66,4,120,57
8.97454E+17,Belltown Court 1BR Suite,516102691,Elvir,Belltown,47.61543,-122.34823,Entire home/apt,269,2,10,0.82,2,69,10
8.97796E+17,Modern 3bd/3.5ba  w/ Roof Top Decks by DT Seattle,1254153,Johnny,North Beacon Hill,47.58815769,-122.3144722,Entire home/apt,347,2,46,4.05,1,107,46
8.98494E+17,Cottage Gem ~ Min to Waterfront,436672049,Laura,Seaview,47.54471753,-122.3925007,Entire home/apt,238,2,11,0.88,11,79,9
8.9864E+17,"West Seattle Gem, Private Hot Tub!",44977814,Lisa,Fairmount Park,47.55567,-122.38548,Entire home/apt,148,2,44,3.93,1,319,44
8.9886E+17,In the Heart of Seattle - Free Parking,511277239,Leticia,Minor,47.60397096,-122.31276,Entire home/apt,212,1,14,1.22,2,180,14
8.99255E+17,Cozy Room in Central District,30475194,Anthony,Leschi,47.59981228,-122.2917789,Private room,60,30,1,0.17,1,266,1
8.99313E+17,The Ballard Townhome,27348481,Jacob,West Woodland,47.66968176,-122.3697634,Entire home/apt,,30,0,,1,22,0
8.99954E+17,Garden Oasis in the Heart of Seattle! w/ Pool&Prkg,386420269,Kathryn And Mike,Belltown,47.61599,-122.34666,Entire home/apt,192,2,28,2.15,30,175,26
9.00743E+17,Walk to Downtown West Seattle,512825858,Dre,Seaview,47.55207646,-122.3898681,Entire home/apt,205,2,37,2.92,15,251,35
9.00834E+17,Modern Cap Hill View Townhome A/C  Walkscore 96,207774563,Ashima,Minor,47.61224,-122.31282,Entire home/apt,364,2,49,4.25,1,138,49
9.01596E+17,Luxury studio - heart of Seattle,347831435,Sampson Stays LLC,Central Business District,47.60514153,-122.3393567,Entire home/apt,122,30,4,0.38,1,123,4
9.01826E+17,Shining Starlight house Seattle,1452570,Emily,Interbay,47.63943,-122.3765,Entire home/apt,475,2,6,0.48,4,266,5
9.02088E+17,"Stylish Chic Condo + Free Parking, Convention Ctr!",480491941,Elise,First Hill,47.61131,-122.33094,Entire home/apt,284,3,25,2.11,1,122,25
9.02279E+17,Cozy 1ba/ 1bd in Northgate Seattle + Exercise bike,391426141,Chijioke,North College Park,47.70778,-122.33425,Private room,57,1,14,1.24,1,329,14
9.02471E+17,Ms Pacman's Backyard Glampsite,25484821,Cassi,Highland Park,47.52635216,-122.3464336,Entire home/apt,58,1,49,3.95,1,122,48
9.02874E+17,Spacious 2 Bedroom in Queen Anne,7435040,Vacation Rental LLC,West Queen Anne,47.64079489,-122.375726,Entire home/apt,381,2,7,0.58,24,362,7
9.02882E+17,Private Master Bedroom in a modern house,38686177,Irfan,Whittier Heights,47.68047268,-122.3754915,Private room,80,28,1,0.12,1,355,1
9.03068E+17,"4BR with private patio, 2 kitchens, & W/D",111813201,Vacasa Western Washington,Wallingford,47.67072578,-122.3254411,Entire home/apt,264,2,4,0.37,14,358,4
9.03164E+17,Entire 2-beds West Seattle flat 15 mins to airport,6179105,Seth,South Delridge,47.52593053,-122.3611405,Entire home/apt,91,2,57,4.42,3,91,53
9.03258E+17,"Luxurious Living in Capitol Hill on Pike, Parking",40623437,S J,First Hill,47.6121355,-122.3298054,Entire home/apt,274,4,38,2.91,5,55,33
9.03481E+17,Private Room Just Steps from Seattle Center,31310793,Yize,Lower Queen Anne,47.62703981,-122.3493788,Private room,101,1,78,7.99,1,3,78
9.03634E+17,Sunny 2-story tiny house in Beacon Hill,17841758,Julie,North Beacon Hill,47.57341362,-122.3093915,Entire home/apt,106,2,82,6.39,1,92,77
9.03781E+17,NEW 2B2B w A/C near I-5/Green Lake/Roosevelt STN,29938797,Annie,Roosevelt,47.6793001,-122.3182626,Entire home/apt,203,2,40,3.11,2,84,38
9.04293E+17,Airy Seattle Apartment ~ 7 Mi to Downtown!,121688409,Evolve,Greenwood,47.69453,-122.3643,Entire home/apt,96,2,10,0.85,47,350,10
9.04331E+17,Family home in Tangletown,426668493,Vanessa,Wallingford,47.66703061,-122.3323898,Entire home/apt,,2,3,0.25,1,1,3
9.04464E+17,Walk to Lake Union! 2BR/2BA with Parking,398317720,Joanne,Wallingford,47.6568114,-122.3276161,Entire home/apt,242,1,13,1.02,66,335,10
9.04505E+17,In the Trees with a View (AC + fans + parking),70394681,Alyssa,Highland Park,47.53118,-122.35451,Entire home/apt,455,3,4,0.34,1,67,4
9.04584E+17,Walk to Lake Union/Cozy 1BR with Backyard Retreat,398317720,Joanne,Wallingford,47.6568114,-122.3276161,Entire home/apt,168,1,19,1.49,66,300,16
9.04711E+17,Peaceful Seattle Garden Suite in Fabulous Location,30670258,Matt,Southeast Magnolia,47.64759747,-122.3890194,Entire home/apt,104,2,46,3.64,3,118,42
9.04722E+17,"Stunning Townhome with Loft Space, Chefs Kitchen",158715708,Valta,Atlantic,47.59554168,-122.3100802,Entire home/apt,279,2,33,2.7,15,302,32
9.05037E+17,Private Room Minutes to Downtown Seattle,16193963,Henry,North Beacon Hill,47.5911945,-122.3122609,Private room,,2,65,5.12,1,0,64
9.05045E+17,Greenwood Skoolie,36835735,Melissa,Bitter Lake,47.7095479,-122.3544304,Entire home/apt,110,1,30,2.37,1,338,26
9.05834E+17,Modern Comfortable Unit in Beautiful Phinney Ridge,2373575,David,Phinney Ridge,47.66620824,-122.3561863,Entire home/apt,169,2,3,0.29,1,355,3
9.05946E+17,Cozy Suite w/ Lake WA View,77399958,Bryan,Rainier Beach,47.51388,-122.25384,Entire home/apt,,1,37,2.92,1,0,35
9.0649E+17,Cozy guest suite on acre of redwoods,12371243,Aliza,Holly Park,47.53589275,-122.2836871,Entire home/apt,190,4,15,1.23,1,81,15
9.06795E+17,Stylish Daylight Basement Apartment,2013576,Lee,Roosevelt,47.68352,-122.31771,Entire home/apt,148,1,107,8.56,5,67,104
9.06802E+17,"Cozy, corner lot.",36483401,Amy,Highland Park,47.53045,-122.3503,Entire home/apt,140,2,1,1,1,10,1
9.06829E+17,*Pike Villa: Interns or family,213636683,Seema,West Woodland,47.66570437,-122.3663698,Entire home/apt,501,31,0,,6,348,0
9.07181E+17,Seattle Cloud 2BR Prime Location,340706410,Vince,North Beacon Hill,47.58579628,-122.3133429,Entire home/apt,219,1,36,3.02,98,348,36
9.07252E+17,Charming Capitol Hill Craftsman,211247080,Iraj,Mann,47.61901,-122.30186,Entire home/apt,287,2,44,3.75,1,138,44
9.0731E+17,Modern Alki Beach Bungalow,1111549,Bobbi,North Admiral,47.58256,-122.39876,Entire home/apt,,2,34,2.88,1,3,34
